customer_name,customer_segment,region,state,city,product_name,category,sub_category,order_date,order_month,order_year,ship_date,ship_month,ship_year,delivery_time_in_days,ship_mode,sales,quantity,discount,discount_amount,cost,profit
Lena Hernandez,Consumer,East,New York,New York City,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,Binders,2011-09-01,9,2011,2011-09-05,9,2011,4,Standard Class,23.744,2,0.2,4.75,15.43,8.3104
Lena Hernandez,Consumer,East,New York,New York City,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories,2011-09-01,9,2011,2011-09-05,9,2011,4,Standard Class,357.0,3,0.0,0.0,299.88,57.12
Ben Wallace,Consumer,West,California,San Francisco,BlackBerry Q10,Technology,Phones,2011-08-12,8,2011,2011-08-16,8,2011,4,Standard Class,806.336,8,0.2,161.27,755.94,50.396
Ben Wallace,Consumer,West,California,San Francisco,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,2011-08-12,8,2011,2011-08-16,8,2011,4,Standard Class,85.44,3,0.0,0.0,53.83,31.6128
Bill Shonely,Corporate,South,Georgia,Columbus,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,2011-08-19,8,2011,2011-08-23,8,2011,4,Standard Class,344.91,3,0.0,0.0,334.56,10.3473
Dennis Pardue,Home Office,Central,Illinois,Aurora,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,2012-05-10,5,2012,2012-05-10,5,2012,0,Same Day,70.97,5,0.8,56.78,262.59,-191.619
Dennis Pardue,Home Office,Central,Illinois,Aurora,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,2012-05-10,5,2012,2012-05-10,5,2012,0,Same Day,36.784,2,0.2,7.36,33.11,3.6784
Christopher Schild,Home Office,East,Pennsylvania,Philadelphia,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,2013-05-11,5,2013,2013-05-14,5,2013,3,Second Class,743.988,2,0.4,297.6,867.99,-123.998
Maribeth Schnelling,Consumer,Central,Illinois,Chicago,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,2012-03-05,3,2012,2012-03-09,3,2012,4,Second Class,11.212,2,0.8,8.97,28.03,-16.818
Maribeth Schnelling,Consumer,Central,Illinois,Chicago,Eldon Wave Desk Accessories,Furniture,Furnishings,2012-03-05,3,2012,2012-03-09,3,2012,4,Second Class,4.712,2,0.6,2.83,6.6,-1.8848
Maribeth Schnelling,Consumer,Central,Illinois,Chicago,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,2012-03-05,3,2012,2012-03-09,3,2012,4,Second Class,180.98,5,0.8,144.78,651.53,-470.548
Maribeth Schnelling,Consumer,Central,Illinois,Chicago,"Companion Letter/Legal File, Black",Office Supplies,Storage,2012-03-05,3,2012,2012-03-09,3,2012,4,Second Class,60.416,2,0.2,12.08,54.37,6.0416
Dana Kaydos,Consumer,West,Washington,Seattle,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,2014-08-13,8,2014,2014-08-20,8,2014,7,Standard Class,299.99,1,0.0,0.0,209.99,89.997
Dana Kaydos,Consumer,West,Washington,Seattle,Xerox 1937,Office Supplies,Paper,2014-08-13,8,2014,2014-08-20,8,2014,7,Standard Class,192.16,4,0.0,0.0,99.92,92.2368
Dana Kaydos,Consumer,West,Washington,Seattle,Grandstream GXP1160 VoIP phone,Technology,Phones,2014-08-13,8,2014,2014-08-20,8,2014,7,Standard Class,242.624,8,0.2,48.52,215.33,27.2952
Dana Kaydos,Consumer,West,Washington,Seattle,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Storage,2014-08-13,8,2014,2014-08-20,8,2014,7,Standard Class,46.74,3,0.0,0.0,35.06,11.685
Dana Kaydos,Consumer,West,Washington,Seattle,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,2014-08-13,8,2014,2014-08-20,8,2014,7,Standard Class,174.95,5,0.0,0.0,162.7,12.2465
Dana Kaydos,Consumer,West,Washington,Seattle,Avery Legal 4-Ring Binder,Office Supplies,Binders,2014-08-13,8,2014,2014-08-20,8,2014,7,Standard Class,100.704,6,0.2,20.14,62.94,37.764
Skye Norling,Home Office,Central,Michigan,Roseville,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,2013-06-27,6,2013,2013-06-27,6,2013,0,Same Day,368.91,9,0.0,0.0,188.14,180.7659
Skye Norling,Home Office,Central,Michigan,Roseville,Insertable Tab Post Binder Dividers,Office Supplies,Binders,2013-06-27,6,2013,2013-06-27,6,2013,0,Same Day,8.02,1,0.0,0.0,4.25,3.7694
Skye Norling,Home Office,Central,Michigan,Roseville,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage,2013-06-27,6,2013,2013-06-27,6,2013,0,Same Day,171.04,4,0.0,0.0,126.57,44.4704
Tony Chapman,Home Office,South,Arkansas,Fayetteville,Xerox 1958,Office Supplies,Paper,2013-12-16,12,2013,2013-12-20,12,2013,4,Standard Class,19.44,3,0.0,0.0,10.11,9.3312
Anne McFarland,Consumer,South,North Carolina,Jacksonville,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,2012-09-13,9,2012,2012-09-17,9,2012,4,Standard Class,13.092,4,0.7,9.16,23.13,-10.0372
Astrea Jones,Consumer,East,New York,New York City,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,2011-12-30,12,2011,2012-01-04,1,2012,5,Standard Class,122.94,3,0.0,0.0,92.2,30.735
Astrea Jones,Consumer,East,New York,New York City,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,2011-12-30,12,2011,2012-01-04,1,2012,5,Standard Class,35.448,7,0.2,7.09,22.6,12.8499
Katherine Hughes,Consumer,East,Delaware,Dover,Square Credit Card Reader,Technology,Phones,2011-04-29,4,2011,2011-05-04,5,2011,5,Standard Class,19.98,2,0.0,0.0,14.79,5.1948
Liz Preis,Consumer,Central,Illinois,Aurora,Balt Split Level Computer Training Table,Furniture,Tables,2014-01-31,1,2014,2014-02-07,2,2014,7,Standard Class,69.375,1,0.5,34.69,116.55,-47.175
Liz Preis,Consumer,Central,Illinois,Aurora,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,2014-01-31,1,2014,2014-02-07,2,2014,7,Standard Class,31.68,4,0.2,6.34,28.91,2.772
Liz Preis,Consumer,Central,Illinois,Aurora,Samsung Galaxy S4,Technology,Phones,2014-01-31,1,2014,2014-02-07,2,2014,7,Standard Class,2003.168,4,0.2,400.63,1752.77,250.396
Liz Preis,Consumer,Central,Illinois,Aurora,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,2014-01-31,1,2014,2014-02-07,2,2014,7,Standard Class,9.344,2,0.2,1.87,6.19,3.1536
Joe Elijah,Consumer,East,New York,New York City,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,2013-12-26,12,2013,2014-01-01,1,2014,6,Standard Class,2563.056,8,0.1,256.31,2249.79,313.2624
Muhammed Yedwab,Corporate,West,California,El Cajon,Hon Every-Day Chair Series Swivel Task Chairs,Furniture,Chairs,2013-10-21,10,2013,2013-10-26,10,2013,5,Standard Class,387.136,4,0.2,77.43,382.3,4.8392
Frank Carlisle,Home Office,East,Ohio,Springfield,Newell 320,Office Supplies,Art,2012-06-13,6,2012,2012-06-15,6,2012,2,Second Class,3.424,1,0.2,0.68,3.12,0.2996
Neil Ducich,Corporate,East,New York,Mount Vernon,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,2014-07-01,7,2014,2014-07-05,7,2014,4,Standard Class,1085.42,7,0.0,0.0,803.21,282.2092
Dennis Bolton,Home Office,East,Ohio,Lakewood,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,2012-06-26,6,2012,2012-06-30,6,2012,4,Standard Class,43.056,9,0.2,8.61,27.45,15.6078
Lindsay Castell,Home Office,South,Florida,Tampa,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,2013-02-21,2,2013,2013-02-25,2,2013,4,Standard Class,3.762,3,0.7,2.63,6.52,-2.7588
Lindsay Castell,Home Office,South,Florida,Tampa,Avery Arch Ring Binders,Office Supplies,Binders,2013-02-21,2,2013,2013-02-25,2,2013,4,Standard Class,34.86,2,0.7,24.4,61.59,-26.726
Lindsay Castell,Home Office,South,Florida,Tampa,Standard Rollaway File with Lock,Office Supplies,Storage,2013-02-21,2,2013,2013-02-25,2,2013,4,Standard Class,432.456,3,0.2,86.49,400.02,32.4342
Bruce Degenhardt,Consumer,South,Georgia,Columbus,Tennsco Double-Tier Lockers,Office Supplies,Storage,2014-04-23,4,2014,2014-04-27,4,2014,4,Standard Class,675.06,3,0.0,0.0,587.3,87.7578
Matt Connell,Corporate,South,North Carolina,Jacksonville,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,2014-05-10,5,2014,2014-05-11,5,2014,1,First Class,65.232,3,0.2,13.05,43.22,22.0158
Matt Connell,Corporate,South,North Carolina,Jacksonville,Harbour Creations Steel Folding Chair,Furniture,Chairs,2014-05-10,5,2014,2014-05-11,5,2014,1,First Class,207.0,3,0.2,41.4,181.12,25.875
Sam Zeldin,Home Office,Central,Illinois,Saint Charles,Star Micronics TSP800 TSP847IIU Receipt Printer,Technology,Machines,2012-12-21,12,2012,2012-12-26,12,2012,5,Second Class,600.53,2,0.3,180.16,463.27,137.264
Sam Zeldin,Home Office,Central,Illinois,Saint Charles,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,2012-12-21,12,2012,2012-12-26,12,2012,5,Second Class,59.904,2,0.2,11.98,45.68,14.2272
Sam Zeldin,Home Office,Central,Illinois,Saint Charles,Enermax Acrylux Wireless Keyboard,Technology,Accessories,2012-12-21,12,2012,2012-12-26,12,2012,5,Second Class,637.44,8,0.2,127.49,501.98,135.456
Sam Zeldin,Home Office,Central,Illinois,Saint Charles,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,2012-12-21,12,2012,2012-12-26,12,2012,5,Second Class,51.756,3,0.6,31.05,85.4,-33.6414
Duane Huffman,Home Office,South,Florida,Miami,Xerox 229,Office Supplies,Paper,2011-08-12,8,2011,2011-08-16,8,2011,4,Standard Class,31.104,6,0.2,6.22,20.22,10.8864
Duane Huffman,Home Office,South,Florida,Miami,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,2011-08-12,8,2011,2011-08-16,8,2011,4,Standard Class,47.96,5,0.2,9.59,43.76,4.1965
Duane Huffman,Home Office,South,Florida,Miami,Maxell 4.7GB DVD-R,Technology,Accessories,2011-08-12,8,2011,2011-08-16,8,2011,4,Standard Class,158.928,7,0.2,31.79,117.21,41.7186
Duane Huffman,Home Office,South,Florida,Miami,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,2011-08-12,8,2011,2011-08-16,8,2011,4,Standard Class,211.248,6,0.2,42.25,195.4,15.8436
Duane Huffman,Home Office,South,Florida,Miami,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,2011-08-12,8,2011,2011-08-16,8,2011,4,Standard Class,5.552,2,0.2,1.11,6.59,-1.041
Duane Huffman,Home Office,South,Florida,Miami,Avery 501,Office Supplies,Labels,2011-08-12,8,2011,2011-08-16,8,2011,4,Standard Class,2.952,1,0.2,0.59,1.96,0.9963
Lena Creighton,Consumer,East,Ohio,Troy,GBC Plasticlear Binding Covers,Office Supplies,Binders,2012-12-11,12,2012,2012-12-15,12,2012,4,Standard Class,10.332,3,0.7,7.23,17.91,-7.5768
Jack O'Briant,Corporate,West,Washington,Seattle,Binder Posts,Office Supplies,Binders,2014-11-04,11,2014,2014-11-08,11,2014,4,Standard Class,18.368,4,0.2,3.67,12.4,5.9696
Meg Tillman,Consumer,East,New York,New York City,Panasonic KX T7736-B Digital phone,Technology,Phones,2014-03-14,3,2014,2014-03-18,3,2014,4,Standard Class,299.9,2,0.0,0.0,224.92,74.975
Edward Becker,Corporate,South,Virginia,Arlington,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,2013-05-31,5,2013,2013-06-04,6,2013,4,Standard Class,26.55,9,0.0,0.0,13.81,12.744
Edward Becker,Corporate,South,Virginia,Arlington,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,2013-05-31,5,2013,2013-06-04,6,2013,4,Standard Class,111.98,2,0.0,0.0,85.1,26.8752
Roland Schwarz,Corporate,South,North Carolina,Charlotte,Stackable Trays,Furniture,Furnishings,2012-07-05,7,2012,2012-07-11,7,2012,6,Standard Class,4.928,2,0.2,0.99,4.19,0.7392
Roland Schwarz,Corporate,South,North Carolina,Charlotte,Avery 508,Office Supplies,Labels,2012-07-05,7,2012,2012-07-11,7,2012,6,Standard Class,11.784,3,0.2,2.36,7.51,4.2717
Richard Bierner,Consumer,West,California,Roseville,Economy #2 Pencils,Office Supplies,Art,2011-03-11,3,2011,2011-03-15,3,2011,4,Standard Class,7.98,3,0.0,0.0,5.91,2.0748
Olvera Toch,Consumer,Central,Michigan,Detroit,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,2012-04-20,4,2012,2012-04-24,4,2012,4,Standard Class,180.96,2,0.0,0.0,99.53,81.432
George Zrebassa,Corporate,West,California,Los Angeles,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories,2014-07-27,7,2014,2014-08-02,8,2014,6,Standard Class,1649.95,5,0.0,0.0,989.97,659.98
George Zrebassa,Corporate,West,California,Los Angeles,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,2014-07-27,7,2014,2014-08-02,8,2014,6,Standard Class,362.352,3,0.2,72.47,317.06,45.294
Nancy Lomonaco,Home Office,West,California,San Francisco,Motorola L804,Technology,Phones,2011-10-31,10,2011,2011-11-02,11,2011,2,Second Class,73.584,2,0.2,14.72,65.31,8.2782
Bruce Geld,Consumer,West,California,Bakersfield,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables,2014-11-04,11,2014,2014-11-10,11,2014,6,Standard Class,486.368,4,0.2,97.27,449.89,36.4776
Michelle Tran,Home Office,Central,Oklahoma,Tulsa,Xerox 202,Office Supplies,Paper,2013-08-12,8,2013,2013-08-17,8,2013,5,Standard Class,32.4,5,0.0,0.0,16.85,15.552
Michelle Tran,Home Office,Central,Oklahoma,Tulsa,Avery Hanging File Binders,Office Supplies,Binders,2013-08-12,8,2013,2013-08-17,8,2013,5,Standard Class,41.86,7,0.0,0.0,22.6,19.2556
Michelle Tran,Home Office,Central,Oklahoma,Tulsa,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,2013-08-12,8,2013,2013-08-17,8,2013,5,Standard Class,77.56,2,0.0,0.0,41.88,35.6776
Becky Castell,Home Office,West,California,San Francisco,Newell 325,Office Supplies,Art,2013-07-26,7,2013,2013-07-26,7,2013,0,Same Day,37.17,9,0.0,0.0,26.02,11.151
Giulietta Weimer,Consumer,Central,Texas,Houston,Recycled Steel Personal File for Hanging File Folders,Office Supplies,Storage,2011-03-01,3,2011,2011-03-07,3,2011,6,Standard Class,137.352,3,0.2,27.47,128.77,8.5845
Giulietta Weimer,Consumer,Central,Texas,Houston,Bevis Round Conference Room Tables and Bases,Furniture,Tables,2011-03-01,3,2011,2011-03-07,3,2011,6,Standard Class,376.509,3,0.3,112.95,419.54,-43.0296
Bradley Drucker,Consumer,South,Georgia,Columbus,Artistic Insta-Plaque,Furniture,Furnishings,2014-01-27,1,2014,2014-02-01,2,2014,5,Standard Class,62.72,4,0.0,0.0,38.26,24.4608
Bradley Drucker,Consumer,South,Georgia,Columbus,Samsung Galaxy Mega 6.3,Technology,Phones,2014-01-27,1,2014,2014-02-01,2,2014,5,Standard Class,2939.93,7,0.0,0.0,2175.55,764.3818
Paul Van Hugh,Home Office,Central,Texas,League City,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,2011-07-12,7,2011,2011-07-16,7,2011,4,Standard Class,512.358,3,0.3,153.71,527.0,-14.6388
Paul Van Hugh,Home Office,Central,Texas,League City,Stockwell Push Pins,Office Supplies,Fasteners,2011-07-12,7,2011,2011-07-16,7,2011,4,Standard Class,3.488,2,0.2,0.7,2.92,0.5668
Paul Van Hugh,Home Office,Central,Texas,League City,Fluorescent Highlighters by Dixon,Office Supplies,Art,2011-07-12,7,2011,2011-07-16,7,2011,4,Standard Class,22.288,7,0.2,4.46,18.39,3.9004
Paul Van Hugh,Home Office,Central,Texas,League City,Xerox 195,Office Supplies,Paper,2011-07-12,7,2011,2011-07-16,7,2011,4,Standard Class,16.032,3,0.2,3.21,10.42,5.6112
Henry MacAllister,Consumer,South,North Carolina,Burlington,Pencil and Crayon Sharpener,Office Supplies,Art,2014-04-12,4,2014,2014-04-17,4,2014,5,Standard Class,1.752,1,0.2,0.35,1.6,0.1533
Henry MacAllister,Consumer,South,North Carolina,Burlington,Newell 321,Office Supplies,Art,2014-04-12,4,2014,2014-04-17,4,2014,5,Standard Class,20.992,8,0.2,4.2,18.63,2.3616
Erin Mull,Consumer,East,New York,New York City,"Personal Folder Holder, Ebony",Office Supplies,Storage,2014-11-14,11,2014,2014-11-19,11,2014,5,Standard Class,11.21,1,0.0,0.0,7.85,3.363
Sandra Flanagan,Consumer,Central,Texas,Dallas,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,2012-12-05,12,2012,2012-12-06,12,2012,1,First Class,45.04,2,0.2,9.01,40.54,4.504
Shahid Collister,Consumer,Central,Texas,Houston,Ibico Recycled Linen-Style Covers,Office Supplies,Binders,2013-09-27,9,2013,2013-10-02,10,2013,5,Standard Class,15.624,2,0.8,12.5,40.62,-24.9984
Natalie DeCherney,Consumer,East,New York,Long Beach,Disposable Triple-Filter Dust Bags,Office Supplies,Appliances,2013-11-20,11,2013,2013-11-26,11,2013,6,Standard Class,8.74,2,0.0,0.0,6.47,2.2724
Natalie DeCherney,Consumer,East,New York,Long Beach,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,2013-11-20,11,2013,2013-11-26,11,2013,6,Standard Class,44.75,5,0.0,0.0,24.16,20.585
Frank Carlisle,Home Office,South,Florida,Hialeah,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,2014-09-09,9,2014,2014-09-10,9,2014,1,First Class,61.68,5,0.2,12.34,56.28,5.397
Frank Carlisle,Home Office,South,Florida,Hialeah,Samsung Rugby III,Technology,Phones,2014-09-09,9,2014,2014-09-10,9,2014,1,First Class,158.376,3,0.2,31.68,144.52,13.8579
Kelly Lampkin,Corporate,Central,Illinois,Aurora,Avery Poly Binder Pockets,Office Supplies,Binders,2014-07-22,7,2014,2014-07-25,7,2014,3,Second Class,2.864,4,0.8,2.29,7.45,-4.5824
Kelly Lampkin,Corporate,Central,Illinois,Aurora,Catalog Binders with Expanding Posts,Office Supplies,Binders,2014-07-22,7,2014,2014-07-25,7,2014,3,Second Class,94.192,7,0.8,75.35,259.03,-164.836
Xylona Preis,Consumer,East,New Jersey,Belleville,Xerox 1886,Office Supplies,Paper,2014-10-07,10,2014,2014-10-12,10,2014,5,Standard Class,143.7,3,0.0,0.0,74.72,68.976
Xylona Preis,Consumer,East,New Jersey,Belleville,Xerox 217,Office Supplies,Paper,2014-10-07,10,2014,2014-10-12,10,2014,5,Standard Class,6.48,1,0.0,0.0,3.37,3.1104
Frank Preis,Consumer,East,New York,New York City,Maxell CD-R Discs,Technology,Accessories,2014-11-08,11,2014,2014-11-12,11,2014,4,Standard Class,7.88,4,0.0,0.0,5.36,2.5216
Pamela Stobb,Consumer,East,Massachusetts,Andover,"Personal Folder Holder, Ebony",Office Supplies,Storage,2013-03-10,3,2013,2013-03-13,3,2013,3,First Class,11.21,1,0.0,0.0,7.85,3.363
Pamela Stobb,Consumer,East,Massachusetts,Andover,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,2013-03-10,3,2013,2013-03-13,3,2013,3,First Class,354.9,5,0.0,0.0,266.17,88.725
Pamela Stobb,Consumer,East,Massachusetts,Andover,Xerox 193,Office Supplies,Paper,2013-03-10,3,2013,2013-03-13,3,2013,3,First Class,17.94,3,0.0,0.0,9.15,8.7906
Pamela Stobb,Consumer,East,Massachusetts,Andover,GBC Binding covers,Office Supplies,Binders,2013-03-10,3,2013,2013-03-13,3,2013,3,First Class,51.8,4,0.0,0.0,28.49,23.31
Carl Weiss,Home Office,East,Delaware,Newark,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,2014-05-14,5,2014,2014-05-19,5,2014,5,Second Class,299.52,9,0.0,0.0,149.76,149.76
Katherine Hughes,Consumer,South,Virginia,Arlington,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Art,2013-07-03,7,2013,2013-07-09,7,2013,6,Standard Class,7.7,2,0.0,0.0,4.54,3.157
Tamara Chand,Corporate,South,Alabama,Decatur,Xerox 1983,Office Supplies,Paper,2011-12-27,12,2011,2012-01-03,1,2012,7,Standard Class,23.92,4,0.0,0.0,12.2,11.7208
Tamara Chand,Corporate,South,Alabama,Decatur,Enermax Acrylux Wireless Keyboard,Technology,Accessories,2011-12-27,12,2011,2012-01-03,1,2012,7,Standard Class,498.0,5,0.0,0.0,313.74,184.26
Yana Sorensen,Corporate,West,California,Hesperia,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,2014-04-14,4,2014,2014-04-18,4,2014,4,Standard Class,436.704,6,0.2,87.34,474.92,-38.2116
Chris Cortes,Consumer,South,Virginia,Chesapeake,Xerox 192,Office Supplies,Paper,2011-11-14,11,2011,2011-11-20,11,2011,6,Standard Class,32.4,5,0.0,0.0,16.85,15.552
Zuschuss Donatelli,Consumer,West,California,Los Angeles,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,2014-06-12,6,2014,2014-06-15,6,2014,3,First Class,61.44,3,0.0,0.0,44.85,16.5888
Jay Kimmel,Consumer,South,Alabama,Huntsville,Sterilite Officeware Hinged File Box,Office Supplies,Storage,2013-11-26,11,2013,2013-12-01,12,2013,5,Standard Class,73.36,7,0.0,0.0,53.55,19.8072
Gary McGarr,Consumer,South,Tennessee,Knoxville,Avery 505,Office Supplies,Labels,2011-03-21,3,2011,2011-03-25,3,2011,4,Standard Class,59.2,5,0.2,11.84,37.0,22.2
Gary McGarr,Consumer,South,Tennessee,Knoxville,DAX Wood Document Frame,Furniture,Furnishings,2011-03-21,3,2011,2011-03-25,3,2011,4,Standard Class,32.952,3,0.2,6.59,26.36,6.5904
Gary McGarr,Consumer,South,Tennessee,Knoxville,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,2011-03-21,3,2011,2011-03-25,3,2011,4,Standard Class,218.376,3,0.2,43.68,229.29,-10.9188
Jane Waco,Corporate,East,Massachusetts,Lawrence,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,2012-04-30,4,2012,2012-05-04,5,2012,4,Standard Class,31.4,5,0.0,0.0,18.21,13.188
Jane Waco,Corporate,East,Massachusetts,Lawrence,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,2012-04-30,4,2012,2012-05-04,5,2012,4,Standard Class,9.48,1,0.0,0.0,5.69,3.792
Jane Waco,Corporate,East,Massachusetts,Lawrence,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,2012-04-30,4,2012,2012-05-04,5,2012,4,Standard Class,209.5,10,0.0,0.0,150.84,58.66
Jane Waco,Corporate,East,Massachusetts,Lawrence,"Eldon Imàge Series Desk Accessories, Clear",Furniture,Furnishings,2012-04-30,4,2012,2012-05-04,5,2012,4,Standard Class,24.3,5,0.0,0.0,13.85,10.449
Jane Waco,Corporate,East,Massachusetts,Lawrence,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,2012-04-30,4,2012,2012-05-04,5,2012,4,Standard Class,6.48,1,0.0,0.0,3.37,3.1104
Bill Overfelt,Corporate,East,Pennsylvania,Philadelphia,"Career Cubicle Clock, 8 1/4"", Black",Furniture,Furnishings,2014-05-04,5,2014,2014-05-09,5,2014,5,Standard Class,32.448,2,0.2,6.49,25.15,7.3008
Bill Overfelt,Corporate,East,Pennsylvania,Philadelphia,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,2014-05-04,5,2014,2014-05-09,5,2014,5,Standard Class,26.388,4,0.7,18.47,43.98,-17.592
Bill Overfelt,Corporate,East,Pennsylvania,Philadelphia,Bevis 36 x 72 Conference Tables,Furniture,Tables,2014-05-04,5,2014,2014-05-09,5,2014,5,Standard Class,373.47,5,0.4,149.39,485.51,-112.041
Bill Overfelt,Corporate,East,Pennsylvania,Philadelphia,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,2014-05-04,5,2014,2014-05-09,5,2014,5,Standard Class,64.2,5,0.7,44.94,109.14,-44.94
Bill Overfelt,Corporate,East,Pennsylvania,Philadelphia,Advantus Plastic Paper Clips,Office Supplies,Fasteners,2014-05-04,5,2014,2014-05-09,5,2014,5,Standard Class,8.0,2,0.2,1.6,5.2,2.8
Xylona Preis,Consumer,South,Georgia,Athens,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,2013-08-27,8,2013,2013-08-31,8,2013,4,Standard Class,186.54,3,0.0,0.0,145.5,41.0388
Michelle Moray,Consumer,West,Montana,Great Falls,Eldon Simplefile Box Office,Office Supplies,Storage,2011-04-11,4,2011,2011-04-18,4,2011,7,Standard Class,87.08,7,0.0,0.0,62.7,24.3824
Michelle Moray,Consumer,West,Montana,Great Falls,AT&T SB67148 SynJ,Technology,Phones,2011-04-11,4,2011,2011-04-18,4,2011,7,Standard Class,105.584,2,0.2,21.12,96.35,9.2386
Michelle Moray,Consumer,West,Montana,Great Falls,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,2011-04-11,4,2011,2011-04-18,4,2011,7,Standard Class,217.44,6,0.0,0.0,126.12,91.3248
Trudy Schmidt,Consumer,Central,Texas,El Paso,Newell 319,Office Supplies,Art,2014-01-03,1,2014,2014-01-05,1,2014,2,Second Class,31.744,2,0.2,6.35,27.78,3.968
Trudy Schmidt,Consumer,Central,Texas,El Paso,Hoover Commercial SteamVac,Office Supplies,Appliances,2014-01-03,1,2014,2014-01-05,1,2014,2,Second Class,5.432,2,0.8,4.35,19.01,-13.58
Trudy Schmidt,Consumer,Central,Texas,El Paso,"Bevis Oval Conference Table, Walnut",Furniture,Tables,2014-01-03,1,2014,2014-01-05,1,2014,2,Second Class,913.43,5,0.3,274.03,1083.07,-169.637
Trudy Schmidt,Consumer,Central,Texas,El Paso,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,2014-01-03,1,2014,2014-01-05,1,2014,2,Second Class,372.144,3,0.2,74.43,344.23,27.9108
Janet Lee,Consumer,South,Florida,Kissimmee,Samsung Galaxy S4 Mini,Technology,Phones,2014-04-29,4,2014,2014-05-03,5,2014,4,Standard Class,751.984,2,0.2,150.4,667.39,84.5982
Sam Zeldin,Home Office,West,Washington,Seattle,Mitel 5320 IP Phone VoIP phone,Technology,Phones,2014-01-31,1,2014,2014-02-03,2,2014,3,First Class,604.768,4,0.2,120.95,544.29,60.4768
